frame,BL_x,BL_y,TL_x,TL_y,TR_x,TR_y,BR_x,BR_y,VP_x,VP_y,Clss
556,107,289,179,184,655,184,743,285,388,-120,P
557,111,280,171,198,670,198,740,281,402,-117,P
558,107,285,158,213,681,212,743,285,396,-123,P
559,112,281,148,226,692,224,737,280,392,-146,P
560,106,287,137,243,705,242,742,286,396,-124,P
561,210,139,235,89,535,90,605,139,312,-65,P
562,200,146,228,93,541,93,614,146,314,-69,P
563,192,154,220,98,546,97,618,153,311,-84,P
564,183,168,215,105,555,105,633,169,315,-91,P
565,177,177,207,113,564,114,641,175,303,-91,P
566,168,190,205,119,571,121,653,187,312,-86,P
567,159,204,200,124,573,125,667,202,309,-88,P
568,146,218,193,130,578,130,683,218,312,-92,P
569,135,236,185,139,591,137,699,236,315,-113,P
570,120,255,178,151,602,151,714,255,322,-107,P
571,112,269,170,158,609,158,724,269,317,-123,P
572,100,285,164,166,617,165,739,286,321,-125,P
573,104,277,155,173,621,172,729,278,306,-134,P
574,96,284,148,185,636,185,734,282,314,-131,P
575,94,282,139,193,642,192,732,282,308,-141,P
576,93,279,131,207,657,207,730,279,311,-134,P
577,86,286,119,222,669,221,733,286,308,-144,P
578,87,286,112,236,682,236,731,285,302,-144,P
579,86,281,101,250,695,249,725,281,303,-167,P
580,140,151,154,107,506,107,573,151,214,-81,P
581,135,158,147,110,509,111,582,158,196,-86,P
582,125,167,142,115,514,115,589,167,210,-93,P
583,118,173,137,118,517,118,597,172,208,-87,P
584,112,184,133,126,522,127,601,182,211,-89,P
585,102,194,127,131,527,130,614,194,217,-95,P
586,95,207,121,135,531,136,628,207,206,-100,P
587,86,215,115,141,536,142,634,215,209,-98,P
588,77,229,112,147,541,147,647,229,218,-101,P
589,73,238,107,154,550,154,655,237,214,-110,P
590,64,254,102,163,560,164,670,255,219,-117,P
591,59,271,98,168,565,167,686,271,212,-133,P
592,52,281,97,174,572,174,700,281,220,-118,P
593,48,281,93,183,582,184,697,281,229,-113,P
594,45,280,84,191,588,191,691,280,222,-123,P
595,45,280,81,198,599,199,694,281,223,-125,P
596,45,281,76,209,610,209,692,280,221,-127,P
597,39,288,72,222,625,223,698,287,240,-114,P
598,38,287,64,232,633,232,695,287,232,-123,P
599,42,284,58,245,645,243,688,284,223,-157,P
600,91,150,98,110,461,110,525,151,134,-95,P
601,88,154,98,112,462,112,529,154,145,-85,P
602,83,163,96,114,464,114,540,164,150,-89,P
603,83,169,96,121,475,120,549,170,154,-93,P
604,79,178,95,125,479,125,560,179,159,-87,P
605,76,185,93,131,491,132,568,187,165,-97,P
606,73,193,92,135,496,136,581,195,166,-90,P
607,70,201,93,138,500,138,590,201,175,-86,P
608,63,211,92,140,504,140,603,211,185,-87,P
609,62,222,90,146,513,146,615,223,182,-103,P
610,57,235,90,152,523,152,634,235,189,-97,P
611,48,247,88,159,532,160,641,246,204,-96,P
612,40,261,82,165,537,165,657,262,200,-104,P
613,30,274,77,170,546,170,668,273,206,-115,P
614,29,281,77,177,555,177,677,282,212,-115,P
615,32,280,75,183,564,182,673,280,214,-130,P
616,29,287,72,194,581,194,682,285,221,-128,P
617,32,285,67,204,591,204,680,283,212,-131,P
618,31,283,66,213,596,211,676,284,232,-119,P
619,28,288,58,222,610,222,681,288,221,-136,P
620,30,286,54,234,624,235,678,287,229,-145,P
621,32,287,49,247,640,247,683,286,213,-138,P
622,88,157,97,117,463,116,524,157,145,-96,P
623,86,163,99,118,465,119,533,163,156,-79,P
624,82,168,97,121,469,122,539,169,162,-82,P
625,80,177,97,125,474,126,549,177,165,-83,P
626,78,188,97,128,483,128,565,189,170,-102,P
627,74,198,96,137,497,138,581,197,176,-84,P
628,69,207,93,142,503,142,589,208,183,-101,P
629,64,219,92,143,504,143,601,217,182,-101,P
630,55,233,91,148,512,147,620,235,199,-107,P
631,48,249,88,157,528,157,639,249,204,-109,P
632,43,263,86,164,536,162,652,262,209,-119,P
633,39,274,87,167,540,166,665,275,214,-116,P
634,33,288,82,178,555,178,681,290,216,-122,P
635,33,283,74,191,570,190,673,283,216,-127,P
636,34,281,71,196,578,197,668,280,215,-134,P
637,34,283,65,210,594,210,673,282,212,-136,P
638,33,287,64,221,611,221,680,287,233,-138,P
639,35,287,59,235,625,234,680,288,235,-146,P
640,96,151,105,113,464,113,521,151,153,-89,P
641,96,154,105,113,465,114,528,155,149,-87,P
642,92,162,104,120,478,120,538,163,167,-100,P
643,87,174,104,125,484,125,556,174,176,-82,P
644,84,180,100,126,487,127,565,180,164,-90,P
645,80,193,101,125,484,126,577,190,167,-88,P
646,74,206,100,135,498,135,593,206,185,-97,P
647,70,219,99,143,509,142,609,218,191,-98,P
648,63,229,95,150,522,150,621,229,199,-106,P
649,60,243,94,155,530,156,639,241,194,-103,P
650,48,264,92,156,529,156,661,262,199,-106,P
651,41,276,88,168,546,168,666,275,216,-126,P
652,36,289,82,180,564,180,687,289,213,-130,P
653,41,283,79,189,575,188,679,282,212,-140,P
654,39,285,75,198,585,198,680,284,213,-135,P
655,36,284,72,210,598,211,679,284,231,-116,P
656,36,290,66,224,614,225,683,290,229,-134,P
657,100,144,106,107,452,105,513,144,138,-90,P
658,94,151,105,113,469,112,527,152,165,-94,P
659,92,159,106,111,462,112,532,157,161,-77,P
660,89,164,106,113,466,112,545,166,173,-88,P
661,87,174,106,117,475,118,558,175,174,-87,P
662,78,188,103,125,486,125,574,186,185,-81,P
663,74,201,102,131,495,130,589,199,191,-91,P
664,69,213,102,138,503,138,600,212,202,-89,P
665,60,228,98,144,507,144,613,228,205,-92,P
666,55,241,93,150,519,149,629,239,201,-108,P
667,46,256,90,162,539,162,648,253,216,-107,P
668,36,277,87,172,550,172,671,277,224,-110,P
669,35,279,86,178,557,178,668,280,235,-117,P
670,32,278,78,185,564,184,667,278,229,-120,P
671,29,283,71,200,587,199,676,281,235,-124,P
672,30,285,68,211,599,212,675,285,243,-129,P
673,28,290,60,229,616,230,679,289,242,-117,P
674,110,146,139,99,455,100,517,146,237,-59,P
675,109,152,140,105,468,106,527,152,250,-61,P
676,105,162,141,109,475,110,538,161,259,-64,P
677,101,169,142,112,483,113,552,169,267,-61,P
678,97,180,139,121,498,119,565,181,282,-79,P
679,90,191,139,125,506,123,578,190,289,-77,P
680,83,203,138,130,517,129,595,202,295,-78,P
681,75,218,133,136,528,135,612,218,295,-93,P
682,65,236,130,143,537,143,630,234,295,-93,P
683,54,256,125,153,549,152,650,254,299,-99,P
684,51,269,121,166,566,167,657,269,313,-116,P
685,41,284,117,175,580,176,677,285,320,-116,P
686,43,284,109,185,590,185,677,285,317,-127,P
687,45,283,102,197,606,195,680,282,323,-136,P
688,45,288,91,212,620,212,684,286,308,-146,P
689,45,290,84,228,637,226,687,289,329,-161,P
690,163,136,208,86,500,87,553,136,340,-60,P
691,157,144,204,96,513,97,562,144,353,-56,P
692,152,156,202,98,516,98,575,156,346,-69,P
693,149,165,202,105,529,105,585,164,359,-72,P
694,144,175,201,108,535,108,599,174,357,-75,P
695,136,185,199,113,545,113,614,184,362,-73,P
696,131,198,200,116,551,115,629,196,364,-78,P
697,119,211,194,126,565,127,639,209,376,-80,P
698,111,227,191,130,572,130,654,227,379,-97,P
699,101,239,183,138,580,139,667,239,374,-97,P
700,85,260,175,147,588,146,687,259,372,-100,P
701,80,269,171,158,604,157,695,270,389,-107,P
702,73,278,163,163,609,162,705,277,379,-113,P
703,75,280,156,174,620,174,707,280,379,-117,P
704,74,279,149,185,631,185,706,279,390,-117,P
705,72,286,142,200,646,200,711,286,403,-120,P
706,73,287,130,214,661,214,717,288,399,-130,P
707,75,287,121,228,676,228,720,286,402,-132,P
708,79,287,110,244,688,244,720,288,397,-154,P
709,196,145,245,92,550,93,603,145,389,-63,P
710,195,150,244,93,553,92,609,150,389,-75,P
711,183,161,239,102,563,101,622,161,398,-65,P
712,174,171,237,103,569,101,634,170,402,-75,P
713,163,184,233,108,571,110,646,182,390,-62,P
714,158,192,223,115,580,114,652,192,393,-86,P
715,150,209,222,122,586,123,673,205,381,-70,P
716,138,217,216,127,592,125,674,218,403,-88,P
717,131,236,211,134,602,134,692,236,395,-100,P
718,120,252,204,147,611,146,706,252,396,-93,P
719,107,269,202,151,619,151,722,271,403,-98,P
720,97,281,196,160,631,157,728,279,417,-110,P
721,91,289,187,168,635,169,734,288,405,-106,P
722,97,286,180,175,640,174,733,285,397,-115,P
723,97,288,173,187,654,186,737,288,404,-119,P
724,96,286,165,198,660,196,733,284,406,-109,P
725,95,290,150,210,672,207,734,287,396,-147,P
726,93,290,139,223,682,221,735,288,392,-145,P
